,Year,Province,Gender,Cause of death,Total,lat,lng,Country
162693,2019,Newfoundland and Labrador,Males,Infections of kidney ,2.0,53.1355, -57.6604,Canada
162697,2019,Newfoundland and Labrador,Males,Hyperplasia of prostate ,1.0,53.1355, -57.6604,Canada
162701,2019,Newfoundland and Labrador,Males,Certain conditions originating in the perinatal period ,9.0,53.1355, -57.6604,Canada
162705,2019,Newfoundland and Labrador,Males,"Congenital malformations, deformations and chromosomal abnormalities ",10.0,53.1355, -57.6604,Canada
162713,2019,Newfoundland and Labrador,Males,Accidents (unintentional injuries) ,95.0,53.1355, -57.6604,Canada
162717,2019,Newfoundland and Labrador,Males,Intentional self-harm (suicide) ,44.0,53.1355, -57.6604,Canada
162721,2019,Newfoundland and Labrador,Males,Assault (homicide) ,3.0,53.1355, -57.6604,Canada
162725,2019,Newfoundland and Labrador,Males,Legal intervention ,0.0,53.1355, -57.6604,Canada
162729,2019,Newfoundland and Labrador,Males,Operations of war and their sequelae ,0.0,53.1355, -57.6604,Canada
162733,2019,Newfoundland and Labrador,Males,Complications of medical and surgical care ,2.0,53.1355, -57.6604,Canada
162737,2019,Newfoundland and Labrador,Males,Other causes of death,491.0,53.1355, -57.6604,Canada
162745,2019,Newfoundland and Labrador,Females,Salmonella infections ,0.0,53.1355, -57.6604,Canada
162749,2019,Newfoundland and Labrador,Females,Shigellosis and amoebiasis ,0.0,53.1355, -57.6604,Canada
162753,2019,Newfoundland and Labrador,Females,Tuberculosis ,1.0,53.1355, -57.6604,Canada
162757,2019,Newfoundland and Labrador,Females,Whooping cough ,0.0,53.1355, -57.6604,Canada
162761,2019,Newfoundland and Labrador,Females,Scarlet fever and erysipelas ,0.0,53.1355, -57.6604,Canada
162765,2019,Newfoundland and Labrador,Females,Meningococcal infection ,0.0,53.1355, -57.6604,Canada
162769,2019,Newfoundland and Labrador,Females,Sepsis ,21.0,53.1355, -57.6604,Canada
162773,2019,Newfoundland and Labrador,Females,Syphilis ,0.0,53.1355, -57.6604,Canada
162777,2019,Newfoundland and Labrador,Females,Acute poliomyelitis ,0.0,53.1355, -57.6604,Canada
162781,2019,Newfoundland and Labrador,Females,Arthropod-borne viral encephalitis ,0.0,53.1355, -57.6604,Canada
162785,2019,Newfoundland and Labrador,Females,Measles ,0.0,53.1355, -57.6604,Canada
162789,2019,Newfoundland and Labrador,Females,Viral hepatitis ,1.0,53.1355, -57.6604,Canada
162793,2019,Newfoundland and Labrador,Females,Human immunodeficiency virus ,0.0,53.1355, -57.6604,Canada
162797,2019,Newfoundland and Labrador,Females,Malaria ,0.0,53.1355, -57.6604,Canada
162801,2019,Newfoundland and Labrador,Females,Malignant neoplasms ,651.0,53.1355, -57.6604,Canada
162805,2019,Newfoundland and Labrador,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",16.0,53.1355, -57.6604,Canada
162809,2019,Newfoundland and Labrador,Females,Anaemias ,7.0,53.1355, -57.6604,Canada
162813,2019,Newfoundland and Labrador,Females,Diabetes mellitus ,93.0,53.1355, -57.6604,Canada
162817,2019,Newfoundland and Labrador,Females,Nutritional deficiencies ,2.0,53.1355, -57.6604,Canada
162821,2019,Newfoundland and Labrador,Females,Meningitis ,0.0,53.1355, -57.6604,Canada
162825,2019,Newfoundland and Labrador,Females,Parkinson's disease ,24.0,53.1355, -57.6604,Canada
162829,2019,Newfoundland and Labrador,Females,Alzheimer's disease ,30.0,53.1355, -57.6604,Canada
162833,2019,Newfoundland and Labrador,Females,Diseases of heart ,424.0,53.1355, -57.6604,Canada
162837,2019,Newfoundland and Labrador,Females,Essential hypertension and hypertensive renal disease ,25.0,53.1355, -57.6604,Canada
162841,2019,Newfoundland and Labrador,Females,Cerebrovascular diseases ,139.0,53.1355, -57.6604,Canada
162845,2019,Newfoundland and Labrador,Females,Atherosclerosis ,4.0,53.1355, -57.6604,Canada
162849,2019,Newfoundland and Labrador,Females,Aortic aneurysm and dissection ,12.0,53.1355, -57.6604,Canada
162853,2019,Newfoundland and Labrador,Females,Influenza and pneumonia ,64.0,53.1355, -57.6604,Canada
162857,2019,Newfoundland and Labrador,Females,Acute bronchitis and bronchiolitis ,0.0,53.1355, -57.6604,Canada
162861,2019,Newfoundland and Labrador,Females,Chronic lower respiratory diseases ,120.0,53.1355, -57.6604,Canada
162865,2019,Newfoundland and Labrador,Females,Pneumoconioses and chemical effects ,1.0,53.1355, -57.6604,Canada
162869,2019,Newfoundland and Labrador,Females,Pneumonitis due to solids and liquids ,10.0,53.1355, -57.6604,Canada
162873,2019,Newfoundland and Labrador,Females,Peptic ulcer ,3.0,53.1355, -57.6604,Canada
162877,2019,Newfoundland and Labrador,Females,Diseases of appendix ,0.0,53.1355, -57.6604,Canada
162881,2019,Newfoundland and Labrador,Females,Hernia ,3.0,53.1355, -57.6604,Canada
162885,2019,Newfoundland and Labrador,Females,Chronic liver disease and cirrhosis ,28.0,53.1355, -57.6604,Canada
162889,2019,Newfoundland and Labrador,Females,Cholelithiasis and other disorders of gallbladder ,5.0,53.1355, -57.6604,Canada
162893,2019,Newfoundland and Labrador,Females,"Nephritis, nephrotic syndrome and nephrosis ",65.0,53.1355, -57.6604,Canada
162897,2019,Newfoundland and Labrador,Females,Infections of kidney ,0.0,53.1355, -57.6604,Canada
162901,2019,Newfoundland and Labrador,Females,Inflammatory diseases of female pelvic organs ,1.0,53.1355, -57.6604,Canada
162905,2019,Newfoundland and Labrador,Females,"Pregnancy, childbirth and the puerperium ",0.0,53.1355, -57.6604,Canada
162909,2019,Newfoundland and Labrador,Females,Certain conditions originating in the perinatal period ,7.0,53.1355, -57.6604,Canada
162913,2019,Newfoundland and Labrador,Females,"Congenital malformations, deformations and chromosomal abnormalities ",9.0,53.1355, -57.6604,Canada
162921,2019,Newfoundland and Labrador,Females,Accidents (unintentional injuries) ,66.0,53.1355, -57.6604,Canada
162925,2019,Newfoundland and Labrador,Females,Intentional self-harm (suicide) ,16.0,53.1355, -57.6604,Canada
162929,2019,Newfoundland and Labrador,Females,Assault (homicide) ,2.0,53.1355, -57.6604,Canada
162933,2019,Newfoundland and Labrador,Females,Legal intervention ,0.0,53.1355, -57.6604,Canada
162937,2019,Newfoundland and Labrador,Females,Operations of war and their sequelae ,0.0,53.1355, -57.6604,Canada
162941,2019,Newfoundland and Labrador,Females,Complications of medical and surgical care ,3.0,53.1355, -57.6604,Canada
162945,2019,Newfoundland and Labrador,Females,Other causes of death,614.0,53.1355, -57.6604,Canada
163165,2019,Prince Edward Island,Males,Salmonella infections ,0.0,46.5107, -63.4168,Canada
163169,2019,Prince Edward Island,Males,Shigellosis and amoebiasis ,0.0,46.5107, -63.4168,Canada
163173,2019,Prince Edward Island,Males,Tuberculosis ,0.0,46.5107, -63.4168,Canada
163177,2019,Prince Edward Island,Males,Whooping cough ,0.0,46.5107, -63.4168,Canada
163181,2019,Prince Edward Island,Males,Scarlet fever and erysipelas ,0.0,46.5107, -63.4168,Canada
163185,2019,Prince Edward Island,Males,Meningococcal infection ,0.0,46.5107, -63.4168,Canada
163189,2019,Prince Edward Island,Males,Sepsis ,4.0,46.5107, -63.4168,Canada
163193,2019,Prince Edward Island,Males,Syphilis ,0.0,46.5107, -63.4168,Canada
163197,2019,Prince Edward Island,Males,Acute poliomyelitis ,0.0,46.5107, -63.4168,Canada
163201,2019,Prince Edward Island,Males,Arthropod-borne viral encephalitis ,0.0,46.5107, -63.4168,Canada
163205,2019,Prince Edward Island,Males,Measles ,0.0,46.5107, -63.4168,Canada
163209,2019,Prince Edward Island,Males,Viral hepatitis ,0.0,46.5107, -63.4168,Canada
163213,2019,Prince Edward Island,Males,Human immunodeficiency virus ,0.0,46.5107, -63.4168,Canada
163217,2019,Prince Edward Island,Males,Malaria ,0.0,46.5107, -63.4168,Canada
163221,2019,Prince Edward Island,Males,Malignant neoplasms ,226.0,46.5107, -63.4168,Canada
163225,2019,Prince Edward Island,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",6.0,46.5107, -63.4168,Canada
163229,2019,Prince Edward Island,Males,Anaemias ,2.0,46.5107, -63.4168,Canada
163233,2019,Prince Edward Island,Males,Diabetes mellitus ,21.0,46.5107, -63.4168,Canada
163237,2019,Prince Edward Island,Males,Nutritional deficiencies ,0.0,46.5107, -63.4168,Canada
163241,2019,Prince Edward Island,Males,Meningitis ,0.0,46.5107, -63.4168,Canada
163245,2019,Prince Edward Island,Males,Parkinson's disease ,3.0,46.5107, -63.4168,Canada
163249,2019,Prince Edward Island,Males,Alzheimer's disease ,4.0,46.5107, -63.4168,Canada
163253,2019,Prince Edward Island,Males,Diseases of heart ,158.0,46.5107, -63.4168,Canada
163257,2019,Prince Edward Island,Males,Essential hypertension and hypertensive renal disease ,4.0,46.5107, -63.4168,Canada
163261,2019,Prince Edward Island,Males,Cerebrovascular diseases ,42.0,46.5107, -63.4168,Canada
163265,2019,Prince Edward Island,Males,Atherosclerosis ,1.0,46.5107, -63.4168,Canada
163269,2019,Prince Edward Island,Males,Aortic aneurysm and dissection ,3.0,46.5107, -63.4168,Canada
163273,2019,Prince Edward Island,Males,Influenza and pneumonia ,22.0,46.5107, -63.4168,Canada
163277,2019,Prince Edward Island,Males,Acute bronchitis and bronchiolitis ,0.0,46.5107, -63.4168,Canada
163281,2019,Prince Edward Island,Males,Chronic lower respiratory diseases ,38.0,46.5107, -63.4168,Canada
163285,2019,Prince Edward Island,Males,Pneumoconioses and chemical effects ,1.0,46.5107, -63.4168,Canada
163289,2019,Prince Edward Island,Males,Pneumonitis due to solids and liquids ,4.0,46.5107, -63.4168,Canada
163293,2019,Prince Edward Island,Males,Peptic ulcer ,0.0,46.5107, -63.4168,Canada
163297,2019,Prince Edward Island,Males,Diseases of appendix ,0.0,46.5107, -63.4168,Canada
163301,2019,Prince Edward Island,Males,Hernia ,0.0,46.5107, -63.4168,Canada
163305,2019,Prince Edward Island,Males,Chronic liver disease and cirrhosis ,10.0,46.5107, -63.4168,Canada
163309,2019,Prince Edward Island,Males,Cholelithiasis and other disorders of gallbladder ,1.0,46.5107, -63.4168,Canada
163313,2019,Prince Edward Island,Males,"Nephritis, nephrotic syndrome and nephrosis ",10.0,46.5107, -63.4168,Canada
163317,2019,Prince Edward Island,Males,Infections of kidney ,0.0,46.5107, -63.4168,Canada
163321,2019,Prince Edward Island,Males,Hyperplasia of prostate ,0.0,46.5107, -63.4168,Canada
163325,2019,Prince Edward Island,Males,Certain conditions originating in the perinatal period ,2.0,46.5107, -63.4168,Canada
163329,2019,Prince Edward Island,Males,"Congenital malformations, deformations and chromosomal abnormalities ",1.0,46.5107, -63.4168,Canada
163337,2019,Prince Edward Island,Males,Accidents (unintentional injuries) ,35.0,46.5107, -63.4168,Canada
163341,2019,Prince Edward Island,Males,Intentional self-harm (suicide) ,15.0,46.5107, -63.4168,Canada
163345,2019,Prince Edward Island,Males,Assault (homicide) ,3.0,46.5107, -63.4168,Canada
163349,2019,Prince Edward Island,Males,Legal intervention ,0.0,46.5107, -63.4168,Canada
163353,2019,Prince Edward Island,Males,Operations of war and their sequelae ,0.0,46.5107, -63.4168,Canada
163357,2019,Prince Edward Island,Males,Complications of medical and surgical care ,0.0,46.5107, -63.4168,Canada
163361,2019,Prince Edward Island,Males,Other causes of death,107.0,46.5107, -63.4168,Canada
163369,2019,Prince Edward Island,Females,Salmonella infections ,0.0,46.5107, -63.4168,Canada
163373,2019,Prince Edward Island,Females,Shigellosis and amoebiasis ,0.0,46.5107, -63.4168,Canada
163377,2019,Prince Edward Island,Females,Tuberculosis ,0.0,46.5107, -63.4168,Canada
163381,2019,Prince Edward Island,Females,Whooping cough ,0.0,46.5107, -63.4168,Canada
163385,2019,Prince Edward Island,Females,Scarlet fever and erysipelas ,0.0,46.5107, -63.4168,Canada
163389,2019,Prince Edward Island,Females,Meningococcal infection ,0.0,46.5107, -63.4168,Canada
163393,2019,Prince Edward Island,Females,Sepsis ,3.0,46.5107, -63.4168,Canada
163397,2019,Prince Edward Island,Females,Syphilis ,0.0,46.5107, -63.4168,Canada
163401,2019,Prince Edward Island,Females,Acute poliomyelitis ,0.0,46.5107, -63.4168,Canada
163405,2019,Prince Edward Island,Females,Arthropod-borne viral encephalitis ,0.0,46.5107, -63.4168,Canada
163409,2019,Prince Edward Island,Females,Measles ,0.0,46.5107, -63.4168,Canada
163413,2019,Prince Edward Island,Females,Viral hepatitis ,0.0,46.5107, -63.4168,Canada
163417,2019,Prince Edward Island,Females,Human immunodeficiency virus ,0.0,46.5107, -63.4168,Canada
163421,2019,Prince Edward Island,Females,Malaria ,0.0,46.5107, -63.4168,Canada
163425,2019,Prince Edward Island,Females,Malignant neoplasms ,141.0,46.5107, -63.4168,Canada
163429,2019,Prince Edward Island,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",2.0,46.5107, -63.4168,Canada
163433,2019,Prince Edward Island,Females,Anaemias ,1.0,46.5107, -63.4168,Canada
163437,2019,Prince Edward Island,Females,Diabetes mellitus ,13.0,46.5107, -63.4168,Canada
163441,2019,Prince Edward Island,Females,Nutritional deficiencies ,0.0,46.5107, -63.4168,Canada
163445,2019,Prince Edward Island,Females,Meningitis ,0.0,46.5107, -63.4168,Canada
163449,2019,Prince Edward Island,Females,Parkinson's disease ,10.0,46.5107, -63.4168,Canada
163453,2019,Prince Edward Island,Females,Alzheimer's disease ,10.0,46.5107, -63.4168,Canada
163457,2019,Prince Edward Island,Females,Diseases of heart ,120.0,46.5107, -63.4168,Canada
163461,2019,Prince Edward Island,Females,Essential hypertension and hypertensive renal disease ,3.0,46.5107, -63.4168,Canada
163465,2019,Prince Edward Island,Females,Cerebrovascular diseases ,51.0,46.5107, -63.4168,Canada
163469,2019,Prince Edward Island,Females,Atherosclerosis ,3.0,46.5107, -63.4168,Canada
163473,2019,Prince Edward Island,Females,Aortic aneurysm and dissection ,3.0,46.5107, -63.4168,Canada
163477,2019,Prince Edward Island,Females,Influenza and pneumonia ,21.0,46.5107, -63.4168,Canada
163481,2019,Prince Edward Island,Females,Acute bronchitis and bronchiolitis ,0.0,46.5107, -63.4168,Canada
163485,2019,Prince Edward Island,Females,Chronic lower respiratory diseases ,43.0,46.5107, -63.4168,Canada
163489,2019,Prince Edward Island,Females,Pneumoconioses and chemical effects ,0.0,46.5107, -63.4168,Canada
163493,2019,Prince Edward Island,Females,Pneumonitis due to solids and liquids ,3.0,46.5107, -63.4168,Canada
163497,2019,Prince Edward Island,Females,Peptic ulcer ,0.0,46.5107, -63.4168,Canada
163501,2019,Prince Edward Island,Females,Diseases of appendix ,0.0,46.5107, -63.4168,Canada
163505,2019,Prince Edward Island,Females,Hernia ,1.0,46.5107, -63.4168,Canada
163509,2019,Prince Edward Island,Females,Chronic liver disease and cirrhosis ,6.0,46.5107, -63.4168,Canada
163513,2019,Prince Edward Island,Females,Cholelithiasis and other disorders of gallbladder ,1.0,46.5107, -63.4168,Canada
163517,2019,Prince Edward Island,Females,"Nephritis, nephrotic syndrome and nephrosis ",7.0,46.5107, -63.4168,Canada
163521,2019,Prince Edward Island,Females,Infections of kidney ,1.0,46.5107, -63.4168,Canada
163525,2019,Prince Edward Island,Females,Inflammatory diseases of female pelvic organs ,0.0,46.5107, -63.4168,Canada
163529,2019,Prince Edward Island,Females,"Pregnancy, childbirth and the puerperium ",0.0,46.5107, -63.4168,Canada
163533,2019,Prince Edward Island,Females,Certain conditions originating in the perinatal period ,2.0,46.5107, -63.4168,Canada
163537,2019,Prince Edward Island,Females,"Congenital malformations, deformations and chromosomal abnormalities ",3.0,46.5107, -63.4168,Canada
163545,2019,Prince Edward Island,Females,Accidents (unintentional injuries) ,22.0,46.5107, -63.4168,Canada
163549,2019,Prince Edward Island,Females,Intentional self-harm (suicide) ,3.0,46.5107, -63.4168,Canada
163553,2019,Prince Edward Island,Females,Assault (homicide) ,0.0,46.5107, -63.4168,Canada
163557,2019,Prince Edward Island,Females,Legal intervention ,0.0,46.5107, -63.4168,Canada
163561,2019,Prince Edward Island,Females,Operations of war and their sequelae ,0.0,46.5107, -63.4168,Canada
163565,2019,Prince Edward Island,Females,Complications of medical and surgical care ,1.0,46.5107, -63.4168,Canada
163569,2019,Prince Edward Island,Females,Other causes of death,185.0,46.5107, -63.4168,Canada
163789,2019,Nova Scotia,Males,Salmonella infections ,0.0,44.6820, -63.7443,Canada
163793,2019,Nova Scotia,Males,Shigellosis and amoebiasis ,0.0,44.6820, -63.7443,Canada
163797,2019,Nova Scotia,Males,Tuberculosis ,1.0,44.6820, -63.7443,Canada
163801,2019,Nova Scotia,Males,Whooping cough ,0.0,44.6820, -63.7443,Canada
163805,2019,Nova Scotia,Males,Scarlet fever and erysipelas ,0.0,44.6820, -63.7443,Canada
163809,2019,Nova Scotia,Males,Meningococcal infection ,0.0,44.6820, -63.7443,Canada
163813,2019,Nova Scotia,Males,Sepsis ,31.0,44.6820, -63.7443,Canada
163817,2019,Nova Scotia,Males,Syphilis ,0.0,44.6820, -63.7443,Canada
163821,2019,Nova Scotia,Males,Acute poliomyelitis ,0.0,44.6820, -63.7443,Canada
163825,2019,Nova Scotia,Males,Arthropod-borne viral encephalitis ,0.0,44.6820, -63.7443,Canada
163829,2019,Nova Scotia,Males,Measles ,0.0,44.6820, -63.7443,Canada
163833,2019,Nova Scotia,Males,Viral hepatitis ,4.0,44.6820, -63.7443,Canada
163837,2019,Nova Scotia,Males,Human immunodeficiency virus ,1.0,44.6820, -63.7443,Canada
163841,2019,Nova Scotia,Males,Malaria ,0.0,44.6820, -63.7443,Canada
163845,2019,Nova Scotia,Males,Malignant neoplasms ,1478.0,44.6820, -63.7443,Canada
163849,2019,Nova Scotia,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",28.0,44.6820, -63.7443,Canada
163853,2019,Nova Scotia,Males,Anaemias ,10.0,44.6820, -63.7443,Canada
163857,2019,Nova Scotia,Males,Diabetes mellitus ,164.0,44.6820, -63.7443,Canada
163861,2019,Nova Scotia,Males,Nutritional deficiencies ,0.0,44.6820, -63.7443,Canada
163865,2019,Nova Scotia,Males,Meningitis ,0.0,44.6820, -63.7443,Canada
163869,2019,Nova Scotia,Males,Parkinson's disease ,70.0,44.6820, -63.7443,Canada
163873,2019,Nova Scotia,Males,Alzheimer's disease ,63.0,44.6820, -63.7443,Canada
163877,2019,Nova Scotia,Males,Diseases of heart ,981.0,44.6820, -63.7443,Canada
